name,country,city,cuisine
Yi Long Court,China Mainland,Shanghai,Cantonese
Hong 0871,China Mainland,Shanghai,Yunnanese
8 ½ Otto e Mezzo Bombana,China Mainland,Shanghai,Italian
Ding Te Le Zhou Mian Guan,China Mainland,Shanghai,Noodles and Congee
Royal China Club,China Mainland,Shanghai,Cantonese
Mr & Mrs Bund,China Mainland,Shanghai,French Contemporary
Shanghai Tavern,China Mainland,Shanghai,European Contemporary
Numata Sou,China Mainland,Shanghai,Tempura
Stonesal,China Mainland,Shanghai,Steakhouse
The Meat,China Mainland,Shanghai,Steakhouse
YongFoo Élite,China Mainland,Shanghai,Shanghainese
Sui Tang Li,China Mainland,Shanghai,Chinese Contemporary
Hokkien Huay Kuan,China Mainland,Shanghai,Fujian
Narisawa,China Mainland,Shanghai,Innovative
Bai Rong,China Mainland,Shanghai,Shandong
Imperial Treasure Fine Chinese Cuisine,China Mainland,Shanghai,Cantonese
Ultraviolet by Paul Pairet,China Mainland,Shanghai,Innovative
Xin Rong Ji (West Nanjing Road),China Mainland,Shanghai,Taizhou
Seventh Son,China Mainland,Shanghai,Cantonese
Wan Yan (Changning),China Mainland,Shanghai,Hui Cuisine
T'ang Court,China Mainland,Shanghai,Cantonese
EHB,China Mainland,Shanghai,European Contemporary
Yue Hai Tang,China Mainland,Shanghai,Cantonese
Tou Zao,China Mainland,Shanghai,Cantonese
Hong Yu Fang,China Mainland,Shanghai,Dim Sum
Min He Nan Huan Xi,China Mainland,Shanghai,Fujian
Les Nuages,China Mainland,Shanghai,Innovative
Chun,China Mainland,Shanghai,Shanghainese
Wu You Xian,China Mainland,Shanghai,Dim Sum
Mercato,China Mainland,Shanghai,Italian
Hang Yuen Hin,China Mainland,Shanghai,Cantonese
Gong De Lin (West Nanjing Road),China Mainland,Shanghai,Vegetarian
Lei Garden (Xuhui),China Mainland,Shanghai,Cantonese
Lei Garden (Pudong),China Mainland,Shanghai,Cantonese
Easeful Cuisine (Jingan),China Mainland,Shanghai,Jiangzhe
Ji Pin Court,China Mainland,Shanghai,Cantonese
Ren He Guan (Xuhui),China Mainland,Shanghai,Shanghainese
Shi Chuan Fei Chuan (Xuhui),China Mainland,Shanghai,Sichuan
Yong Fu (Hongkou),China Mainland,Shanghai,Ningbo
Dong Ping Chao,China Mainland,Shanghai,Chao Zhou
Sole,China Mainland,Shanghai,Cantonese
Meet the Bund (Zhongshan Dong Er Road),China Mainland,Shanghai,Fujian
Yong Xing,China Mainland,Shanghai,Shanghainese
Ling Long,China Mainland,Shanghai,Innovative
Wang Lu,China Mainland,Shanghai,Chinese
Yu Ge Zhanjiang (Jingan),China Mainland,Shanghai,Cantonese
Fu 1039,China Mainland,Shanghai,Shanghainese
Tea Culture (East Beijing Road),China Mainland,Shanghai,Huaiyang
Canton Disco,China Mainland,Shanghai,Cantonese
Maison Lameloise,China Mainland,Shanghai,French Contemporary
Taian Table,China Mainland,Shanghai,Innovative
Da Hu Chun (Middle Sichuan Road),China Mainland,Shanghai,Dim Sum
Nuits,China Mainland,Shanghai,French Contemporary
Yu Du Lao Wei Mian (Huangpu),China Mainland,Shanghai,Noodles
Chaimen Hui,China Mainland,Shanghai,Sichuan
Zhou She (Minhang),China Mainland,Shanghai,Shanghainese
102 House,China Mainland,Shanghai,Cantonese
Shaughnessy,China Mainland,Shanghai,Steakhouse
Yunhe Noodle (Huangpu),China Mainland,Shanghai,Noodles
Chic 1699,China Mainland,Shanghai,Fujian
The Pine,China Mainland,Shanghai,European Contemporary
Yong Feng Mian Guan,China Mainland,Shanghai,Noodles
Leen's,Malaysia,Kuala Lumpur,Middle Eastern
Lum Lai Duck Meat Koay Teow Th'ng,Malaysia,George Town,Street Food
Molina,Malaysia,Kuala Lumpur,Innovative
Laksalicious,Malaysia,George Town,Malaysian
Penang Road Famous Jin Kor Char Kuey Teow,Malaysia,George Town,Street Food
Frangipaani,Malaysia,Kuala Lumpur,Indian
Siam Road Char Koay Teow,Malaysia,George Town,Street Food
Jwala,Malaysia,Kuala Lumpur,Indian
Sister Yao’s Char Koay Kak,Malaysia,George Town,Street Food
Bite N Eat Dindigul Biriyani,Malaysia,George Town,Indian
BM Yam Rice,Malaysia,Seberang Perai,Teochew
Duck Blood Curry Mee,Malaysia,George Town,Street Food
Blanc,Malaysia,George Town,European Contemporary
Roti by d'Tandoor,Malaysia,Kuala Lumpur,Indian
Hor Poh Cuisine,Malaysia,Kuala Lumpur,Hakkanese
Jalan Ipoh Claypot Chicken Rice,Malaysia,Kuala Lumpur,Street Food
Bridge Street Prawn Noodle,Malaysia,George Town,Noodles
Moh Teng Pheow Nyonya Koay,Malaysia,George Town,Small eats
Ivy's Nyonya Cuisine,Malaysia,George Town,Peranakan
Kayra,Malaysia,Kuala Lumpur,Indian
Beta,Malaysia,Kuala Lumpur,Malaysian
Kebaya Dining Room,Malaysia,George Town,Peranakan
Nyonya Willow,Malaysia,George Town,Peranakan
Coast by Kayra,Malaysia,Kuala Lumpur,Indian
Ravi's Famous Apom Manis,Malaysia,George Town,Street Food
Potager,Malaysia,Kuala Lumpur,French Contemporary
Flour,Malaysia,Kuala Lumpur,Indian
Serabai Istimewa,Malaysia,George Town,Street Food
Wan Dao Tou Assam Laksa,Malaysia,George Town,Street Food
Jaloux,Malaysia,George Town,Italian
Richard Rivalee,Malaysia,George Town,Peranakan
Ling Long,Malaysia,Kuala Lumpur,Innovative
Bee See Heong,Malaysia,Seberang Perai,Malaysian
Malai,Malaysia,Kuala Lumpur,Thai
Firewood,Malaysia,George Town,Barbecue
Ceki,Malaysia,George Town,Peranakan
BM Cathay Pancake,Malaysia,Seberang Perai,Street Food
Sek Yuen,Malaysia,Kuala Lumpur,Cantonese
Tenmasa,Malaysia,Kuala Lumpur,Tempura
Ali Nasi Lemak Daun Pisang,Malaysia,George Town,Street Food
Fook Cheow Cafe,Malaysia,George Town,Noodles
Hot Bowl White Curry Mee,Malaysia,George Town,Noodles
Rasa Rasa,Malaysia,George Town,Peranakan
Flower Mulan,Malaysia,George Town,Peranakan
Skillet,Malaysia,Kuala Lumpur,European Contemporary
The Brasserie,Malaysia,Kuala Lumpur,French Contemporary
The Pinn,Malaysia,George Town,Small eats
Aliyaa,Malaysia,Kuala Lumpur,Sri Lankan
Soleil,Malaysia,Kuala Lumpur,European Contemporary
Passage Thru India,Malaysia,Kuala Lumpur,Indian
Yun House,Malaysia,Kuala Lumpur,Cantonese
Sushi Taka,Malaysia,Kuala Lumpur,Sushi
Restoran Pik Wah,Malaysia,Kuala Lumpur,Cantonese
Lai Foong Lala Noodles,Malaysia,Kuala Lumpur,Noodles
Jit Seng Hong Kong Roasted Duck Rice,Malaysia,George Town,Street Food
Air Itam Duck Rice,Malaysia,George Town,Street Food
Sambal,Malaysia,George Town,Asian Contemporary
Wagyu Kappo Yoshida,Malaysia,Kuala Lumpur,Japanese
Bali Hai Seafood Market,Malaysia,George Town,Seafood
Tok Tok Mee Bamboo Noodle,Malaysia,George Town,Noodles
Cilantro,Malaysia,Kuala Lumpur,French Contemporary
Fatty Loh Chicken Rice,Malaysia,George Town,Street Food
Au Jardin,Malaysia,George Town,European Contemporary
Chim By Chef Noom,Malaysia,Kuala Lumpur,Thai contemporary
Atelier Binchotan,Malaysia,Kuala Lumpur,Barbecue
Winn's Cafe,Malaysia,George Town,Peranakan
Super Star Koay Teow Soup,Malaysia,George Town,Street Food
Lucky Hole,Malaysia,George Town,Innovative
Feringgi Grill,Malaysia,George Town,European Contemporary
La Suisse,Malaysia,Kuala Lumpur,European
De. Wan 1958 (Taman U Thant),Malaysia,Kuala Lumpur,Malaysian
Vantador,Malaysia,Kuala Lumpur,Steakhouse
Congkak (Bukit Bintang),Malaysia,Kuala Lumpur,Malaysian
Sushi Ori,Malaysia,Kuala Lumpur,Sushi
Gai by Darren Chin (Taman Tun Dr Ismail),Malaysia,Kuala Lumpur,Thai
Li Yen,Malaysia,Kuala Lumpur,Cantonese
Sin Kiew Yee Shin Kee Beef Noodles,Malaysia,Kuala Lumpur,Noodles
Christoph's,Malaysia,George Town,Austrian
Curios-City,Malaysia,George Town,Innovative
Shanghai Restaurant,Malaysia,Kuala Lumpur,Shanghainese
Ah Boy Koay Teow Th'ng,Malaysia,George Town,Street Food
Sushi Masa,Malaysia,Kuala Lumpur,Sushi
Thara,Malaysia,George Town,Thai
Ushi,Malaysia,Kuala Lumpur,Japanese
Bōl,Malaysia,Kuala Lumpur,Asian Contemporary
Marini's on 57,Malaysia,Kuala Lumpur,Italian
Tanglin (Bukit Damansara),Malaysia,Kuala Lumpur,Malaysian
Hide,Malaysia,Kuala Lumpur,Innovative
Sao Nam,Malaysia,Kuala Lumpur,Vietnamese
Nadodi,Malaysia,Kuala Lumpur,Innovative
Communal Table by Gēn,Malaysia,George Town,Malaysian
Gēn,Malaysia,George Town,Innovative
Auntie Gaik Lean's Old School Eatery,Malaysia,George Town,Peranakan
Green House Prawn Mee & Loh Mee (223 Jalan Burma),Malaysia,George Town,Street Food
Qureshi,Malaysia,Kuala Lumpur,Indian
Hing Kee Bakuteh (121 Jalan Kepong),Malaysia,Kuala Lumpur,Malaysian
Tamarind Hill,Malaysia,Kuala Lumpur,Thai
Terra Dining,Malaysia,Kuala Lumpur,Malaysian
Ming Qin Charcoal Duck Egg Char Koay Teow,Malaysia,Seberang Perai,Noodles
Hai Kah Lang (Taman Cheras),Malaysia,Kuala Lumpur,Seafood
Bibik's Kitchen,Malaysia,George Town,Peranakan
Pitt Street Koay Teow Soup,Malaysia,George Town,Noodles
Marble 8,Malaysia,Kuala Lumpur,Steakhouse
Bar Kar,Malaysia,Kuala Lumpur,Barbecue
Seed,Malaysia,Kuala Lumpur,Innovative
Sardaarji,Malaysia,George Town,Indian
Air Itam Sister Curry Mee,Malaysia,George Town,Street Food
Nam Heong Chicken Rice (City Centre),Malaysia,Kuala Lumpur,Malaysian
La Vie,Malaysia,George Town,European Contemporary
Neighbourwood,Malaysia,Seberang Perai,European Contemporary
Wong Mei Kee,Malaysia,Kuala Lumpur,Street Food
Akar,Malaysia,Kuala Lumpur,Malaysian
DC. by Darren Chin,Malaysia,Kuala Lumpur,French Contemporary
Goh Thew Chik Hainan Chicken Rice,Malaysia,George Town,Street Food
Entier,Malaysia,Kuala Lumpur,French Contemporary
888 Hokkien Mee (Lebuh Presgrave),Malaysia,George Town,Street Food
Ghee Lian,Malaysia,George Town,Street Food
Penang Famous Samosa,Malaysia,George Town,Street Food
Bao Teck Tea House,Malaysia,George Town,Dim Sum
WhatSaeb Boat Noodles,Malaysia,George Town,Thai
Il Bacaro,Malaysia,George Town,Italian
Taman Bukit Curry Mee,Malaysia,Seberang Perai,Street Food
Eat and Cook,Malaysia,Kuala Lumpur,Malaysian
Jawi House,Malaysia,George Town,Indian
Tho Yuen,Malaysia,George Town,Cantonese
Penang Road Famous Laksa,Malaysia,George Town,Street Food
Kota Dine & Coffee (Fort Cornwallis),Malaysia,George Town,Peranakan
Elegant Inn,Malaysia,Kuala Lumpur,Cantonese
Heun Kee Claypot Chicken Rice (Pudu),Malaysia,Kuala Lumpur,Cantonese
Anak Baba,Malaysia,Kuala Lumpur,Malaysian
Dominic,Malaysia,Kuala Lumpur,French Contemporary
Dewakan,Malaysia,Kuala Lumpur,Malaysian
Foong Lian,Malaysia,Kuala Lumpur,Cantonese
MTR 1924,Malaysia,Kuala Lumpur,Indian Vegetarian
Teochew Lao Er,Malaysia,Kuala Lumpur,Teochew
My Own Café,Malaysia,George Town,Street Food
Café Café,Malaysia,Kuala Lumpur,French
Nasi Ayam Hainan Chee Meng (Jalan Kelang Lama),Malaysia,Kuala Lumpur,Malaysian
Limapulo,Malaysia,Kuala Lumpur,Peranakan
Sri Nirwana Maju,Malaysia,Kuala Lumpur,Indian
Dancing Fish,Malaysia,Kuala Lumpur,Malaysian
Ah Hei Bak Kut Teh,Malaysia,Kuala Lumpur,Malaysian
Teksen,Malaysia,George Town,Cantonese
Teppanyaki Mihara Goten,Hong Kong SAR China,Hong Kong,Teppanyaki
Yuan,Hong Kong SAR China,Hong Kong,Vegetarian
Aji,Macau,Macau,Innovative
Juno,Hong Kong SAR China,Hong Kong,Mediterranean Cuisine
Chiu Ka Banquet,Hong Kong SAR China,Hong Kong,Chiu Chow
Lun Kee Rice Roll,Macau,Macau,Street Food
shiro,Japan,Kyoto,Contemporary
Kyoen,Japan,Kyoto,Contemporary
KAMINOZA,Japan,Osaka,Japanese
Tenboshi,Japan,Osaka,Tempura
QUINTOCANTO,Japan,Osaka,Italian
Nishijin Hashimoto,Japan,Kyoto,Japanese
Ueroku wine,Japan,Osaka,Spanish
Tsujifusa,Japan,Kyoto,Japanese
Kappo Umetsu,Japan,Kyoto,Japanese
Daidokoro Kamiya,Japan,Osaka,Izakaya
Shokudo Uchino,Japan,Osaka,Japanese
Takoyakushi Furukawa,Japan,Kyoto,Japanese
Masumasu Masuda,Japan,Kyoto,Japanese
ku:de kiyo,Japan,Osaka,French
Koryori Takaya,Japan,Kyoto,Japanese
Komedokoro Inamoto,Japan,Kyoto,Izakaya
Sushi Ichiei,Japan,Osaka,Sushi
Kurubushi,Japan,Osaka,Japanese
Quarter Acre,USA,Dallas,Contemporary
La Santa Barbacha,USA,Austin,Mexican
Craft Omakase,USA,Austin,Japanese
Jeffrey's,USA,Austin,Contemporary
la Barbecue,USA,Austin,Barbecue
Tejas Chocolate,USA,Tomball,Barbecue
Hidden Omakase,USA,Houston,Sushi
El Carlos Elegante,USA,Dallas,Mexican
InterStellar BBQ,USA,Austin,Barbecue
Leche de Tigre,USA,San Antonio,Peruvian
Mixtli,USA,San Antonio,Mexican
Bludorn,USA,Houston,American
Fearing's,USA,Dallas,American
Knox Bistro,USA,Dallas,French
nobie's,USA,Houston,American
Signature Restaurant,USA,San Antonio,French
Kemuri Tatsu-ya,USA,Austin,Izakaya
Distant Relatives,USA,Austin,Barbecue
Rye,USA,Dallas,Contemporary
Burnt Bean Co.,USA,Seguin,Barbecue
Discada,USA,Austin,Mexican
Cattleack Barbeque,USA,Dallas,Barbecue
Blood Bros BBQ,USA,Bellaire,Barbecue
Candente,USA,Houston,Tex-Mex
Goldee’s,USA,Fort Worth,Barbecue
Barbs B Q,USA,Lockhart,Barbecue
Sachet,USA,Dallas,Mediterranean Cuisine
Ramen del Barrio,USA,Austin,Fusion
Lucia,USA,Dallas,Italian
Garcia's Mexican Food,USA,San Antonio,Tex-Mex
Cuantos Tacos,USA,Austin,Mexican
Franklin Barbecue,USA,Austin,Barbecue
Killen's BBQ,USA,Pearland,Barbecue
Gemma,USA,Dallas,American
Rosie Cannonball,USA,Houston,Contemporary
Pappas Bros. Steakhouse,USA,Houston,Steakhouse
The Pit Room,USA,Houston,Barbecue
Este,USA,Austin,Mexican
Barsotti's,USA,Dallas,Italian
Joe's Bakery & Coffee Shop,USA,Austin,Tex-Mex
Ngon Vietnamese Kitchen,USA,Dallas,Vietnamese
Emmer & Rye,USA,Austin,American
Terry Black’s BBQ,USA,Austin,Barbecue
nonna,USA,Dallas,Italian
Mum Foods Smokehouse & Delicatessen,USA,Austin,Barbecue
KG BBQ,USA,Austin,Barbecue
Mercat Bistro,USA,Dallas,French
Late August,USA,Houston,Southern
Rosemeyer Bar-B-Q,USA,Spring,Barbecue
Ema,USA,Houston,Mexican
Le Jardinier Houston,USA,Houston,French
Comedor,USA,Austin,Mexican
Tatsu Dallas,USA,Dallas,Japanese
Harvest,USA,McKinney,American
Toshokan,USA,Austin,Sushi
Lenoir,USA,Austin,Contemporary
Nancy's Hustle,USA,Houston,Contemporary
Street to Kitchen,USA,Houston,Thai
Hestia,USA,Austin,American
Cullum's Attaboy,USA,San Antonio,French
2M Smokehouse,USA,San Antonio,Barbecue
Baso,USA,Houston,American
Nicosi,USA,San Antonio,Contemporary
Nam Giao,USA,Houston,Vietnamese
CorkScrew BBQ,USA,Spring,Barbecue
Musaafer,USA,Houston,Indian
Ezov,USA,Austin,Israeli
dipdipdip Tatsu-Ya,USA,Austin,Japanese
Lutie's,USA,Austin,American
Birdie's,USA,Austin,Contemporary
Launderette,USA,Austin,Contemporary
Panther City BBQ,USA,Fort Worth,Barbecue
Belly of the Beast,USA,Spring,Mexican
Georgie,USA,Dallas,Steakhouse
March,USA,Houston,Creative
Truth BBQ,USA,Houston,Barbecue
Apt 115,USA,Austin,Fusion
Smoke'N Ash BBQ,USA,Arlington,Barbecue
Brisket & Rice,USA,Houston,Barbecue
Stillwell's,USA,Dallas,Steakhouse
Stock & Barrel,USA,Dallas,American
Mexta,USA,Austin,Mexican
Barley Swine,USA,Austin,Contemporary
Mala Sichuan Bistro,USA,Houston,Chinese
Killen's,USA,Houston,American
Theodore Rex,USA,Houston,Contemporary
BCN Taste & Tradition,USA,Houston,Spanish
Dai Due,USA,Austin,American
The Jerk Shack,USA,San Antonio,Jamaican
Monarch,USA,Dallas,Italian-American
Briscuits,USA,Austin,Barbecue
Garrison,USA,Austin,American
Micklethwait Craft Meats,USA,Austin,Barbecue
Olamaie,USA,Austin,American
Tei-An,USA,Dallas,Japanese
Tatemó,USA,Houston,Mexican
Ling Kitchen,USA,Austin,Chinese
Odd Duck,USA,Austin,American
Ladino,USA,San Antonio,Mediterranean Cuisine
LeRoy and Lewis Barbecue,USA,Austin,Barbecue
Birrieria y Taqueria Cortez,USA,Fort Worth,Mexican
Tare,USA,Austin,Japanese
La Condesa,USA,Austin,Mexican
Pinkerton's BBQ,USA,Houston,Barbecue
Một Hai Ba,USA,Dallas,Fusion
Con Todo,USA,Austin,Mexican
Little Em’s Oyster Bar,USA,San Antonio,Seafood
Written By The Seasons,USA,Dallas,American Contemporary
Crown Block,USA,Dallas,American Contemporary
Mister Charles,USA,Dallas,Contemporary
Veracruz Fonda & Bar,USA,Austin,Mexican
Nixta Taqueria,USA,Austin,Mexican
Maie Day,USA,Austin,Steakhouse
Suerte,USA,Austin,Mexican
Southerleigh Fine Food & Brewery,USA,San Antonio,American
Barbecue Station,USA,San Antonio,Barbecue
Beau Boucot,France,Saint-Michel-Chef-Chef,Modern Cuisine
Ineffable,France,Barbentane,Modern Cuisine
Pulpe,France,Lille,Modern Cuisine
La Terrasse des Cigales,France,Mérindol,Provençal
Briemm,France,L'Houmeau,Traditional Cuisine
Panaille,France,Bordeaux,Modern Cuisine
Racines,France,Laval,Modern Cuisine
Epona,France,Baix,Traditional Cuisine
Le Bistrot du Chef,France,Manosque,Modern Cuisine
Cave,France,Dijon,Traditional Cuisine
Le Bistrot des Docks,France,Nice,Modern Cuisine
L'Auberge des Arcades,France,Castelnau-de-Montmiral,Traditional Cuisine
Augia,France,Caen,Modern Cuisine
La Fontaine - L’Artiste et le Cuisinier,France,Cliousclat,Modern Cuisine
OKTO,France,Rouen,Modern Cuisine
La Maison,France,Orthez,Modern Cuisine
Burnel,France,Rouvres-en-Xaintois,Modern Cuisine
Les Galinas,France,Aix-en-Provence,Provençal
Le Préau,France,Rognes,Modern Cuisine
La Table des Matrus,France,Saint-Etienne,Modern Cuisine
O Me O Il Mare,Italy,Gragnano,Italian Contemporary
Donevandro,Italy,Popoli,Contemporary
Ape Vino e Cucina,Italy,Alba,Piedmontese
Da Bob Cook Fish,Italy,Sorrento,Seafood
DA_MÓ,Italy,Matera,Regional Cuisine
Sa Domu Sarda,Italy,Cagliari,Sardinian
Charleston,Italy,Palermo,Modern Cuisine
Il Tirabusciò,Italy,Bibbiena,Tuscan
La Buca,Italy,Cesenatico,Seafood
Alessandro Feo,Italy,Marina di Casal Velino,Campanian
Dama,Italy,Cervesina,Modern Cuisine
Il Ristorante Alain Ducasse Napoli,Italy,Naples,Creative
Palazzo Utini,Italy,Noceto,Creative
Soul & Fish,Italy,Sorrento,Seafood
Etra,Italy,Genoa,Creative
La Trattoria Enrico Bartolini,Italy,Castiglione della Pescaia,Mediterranean Cuisine
LoRo,Italy,Trescore Balneario,Creative
20Tre,Italy,Genoa,Farm to table
Ménage,Italy,Catania,Sicilian
Procaccini,Italy,Milan,Modern Cuisine
Metodo,Italy,Marne,Creative
Osteria dell'Accademia,Italy,Montegridolfo,Regional Cuisine
Fratelli Bruzzone,Italy,Turin,Piedmontese
Gimmy's,Italy,Aprica,Italian
Serrae Villa Fiesole,Italy,Fiesole,Italian Contemporary
Locanda Perbellini - Ai Beati,Italy,Garda,Contemporary
Salvo,Italy,Naples,Pizza
Innesti,Italy,Pergine Valsugana,Modern Cuisine
Osteria del Teatro,Italy,Cortona,Tuscan
Arnolfo,Italy,Colle di Val d'Elsa,Creative
Casin del Gamba,Italy,Altissimo,Country cooking
Anticofurlo,Italy,Acqualagna,Cuisine from the Marches
Lupaia,Italy,Torrita di Siena,Country cooking
Joca,Italy,Naples,Modern Cuisine
Palais Royal Restaurant,Italy,Venice,Creative
Ostaria Pignatelli,Italy,Naples,Campanian
Nobuya,Italy,Milan,Japanese Contemporary
Almondo Trattoria,Italy,Turin,Italian
Altavilla,Italy,Bianzone,Cuisine from Valtellina
Truth Restaurant,Italy,Aversa,Mediterranean Cuisine
Il Piraña,Italy,Prato,Seafood
Kitchen,Italy,Como,Italian Contemporary
Abba,Italy,Milan,Contemporary
Ancòra,Italy,Cesenatico,Modern Cuisine
Abbruzzino Oltre,Italy,Lamezia Terme,Contemporary
Caruso Roof Garden,Italy,Naples,Campanian
Il Tartufo,Italy,Revere,Country cooking
Quintilio,Italy,Altare,Country cooking
Il Credenziere,Italy,Annone Veneto,Seafood
Hostaria del Pavone,Italy,Vasto,Seafood
Trattoria la Rosa 1908,Italy,Sant'Agostino,Country cooking
Frosch Restaurant,Italy,Varena,Contemporary
Exé Restaurant,Italy,Fiorano Modenese,Italian
Carusu,Italy,Agrigento,Creative
Amo Bistrot,Italy,Verona,Fusion
Evo Ristorante,Italy,Alberobello,Creative
San Baylon,Italy,Rome,Contemporary
Locanda Toscano,Italy,Pizzo,Contemporary
L’Alchimia,Italy,Milan,Modern Cuisine
Io e Luna,Italy,Guarene,Regional Cuisine
Il Giurista,Italy,Perugia,Regional Cuisine
Bar à Fromage,Italy,Cogne,Cuisine from the Aosta Valley
Da Cesare,Italy,Rome,Classic Cuisine
Forte del 48,Italy,San Donà di Piave,Venetian
Bistrot 64,Italy,Rome,Creative
Lazaroun,Italy,Santarcangelo di Romagna,Cuisine from Romagna
La Villa,Italy,Melfi,Cuisine from Basilicata
Degusteria Italiana,Italy,Florence,Italian Contemporary
Cavallino,Italy,Tortona,Modern Cuisine
Casa Perbellini 12 Apostoli,Italy,Verona,Creative
Il Giardino del Gusto,Italy,Ventimiglia,Creative
Derby Grill,Italy,Monza,Italian Contemporary
Antica Trattoria Gianna,Italy,Recorfano,Lombardian
Oberraindlhof,Italy,Madonna di Senales,Traditional Cuisine
Duomo,Italy,Ragusa,Contemporary
Foresta,Italy,Marina di Pisa,Seafood
Taverna Rovita,Italy,Maratea,Cuisine from Basilicata
Vitello d'Oro,Italy,Udine,Seafood
Fracia,Italy,Teglio,Cuisine from Valtellina
Del Fagioli,Italy,Florence,Tuscan
Mangiare Bere Uomo Donna,Italy,Suzzara,Fusion
ES Cantina&Ristorante,Italy,Manduria,Modern Cuisine
Il Gusto di Xinge,Italy,Florence,Asian Contemporary
Abbruzzino,Italy,Catanzaro,Country cooking
San Giorgio,Italy,Genoa,Modern Cuisine
Farmacia dei Sani,Italy,Ruffano,Apulian
Clemente,Italy,Sulmona,Cuisine from Abruzzo
Chicco di Grano,Italy,Castel Mella,Lombardian
Le Tre Colombe,Italy,Fornace,Italian Contemporary
Dalla Rosa Alda,Italy,San Giorgio di Valpolicella,Venetian
Dalla Gioconda,Italy,Gabicce Monte,Country cooking
Locanda Lo Scopiccio,Italy,Perignano,Tuscan
Osteria Bertaina,Italy,Mondovì,Piedmontese
Nida,Italy,Lucca,Japanese
La Passion,Italy,Vintl,Classic Cuisine
Brezza fish and chill,Italy,Soverato,Seafood
Vert Osteria Contemporanea,Italy,Caprino Veronese,Classic Cuisine
Cannavacciuolo Le Cattedrali Asti,Italy,Asti,Creative
Gallo Nero,Italy,Sienna,Regional Cuisine
Lalibera,Italy,Alba,Piedmontese
Hostaria Viola,Italy,Castiglione delle Stiviere,Mantuan
Arca,Italy,San Benedetto del Tronto,Modern Cuisine
Pascucci al Porticciolo,Italy,Fiumicino,Seafood
All’Ombra del Gabbiano,Italy,Mestre,Italian Contemporary
Attico sul Mare,Italy,Grottammare,Italian Contemporary
Alle Ciaspole,Italy,Fondo,Regional Cuisine
Il Saturnino,Italy,Forio,Seafood
Vez,Italy,San Marzano di San Giuseppe,Modern Cuisine
Zur Rose,Italy,San Michele,Regional Cuisine
N'uovo Vino e Cucina,Italy,Sutri,Modern Cuisine
Artifex,Italy,Brennero,Contemporary
Su Murruai,Italy,Riola Sardo,Contemporary
177 toledo,Italy,Naples,Italian Contemporary
Agriturismo Ferdy,Italy,Lenna,Regional Cuisine
Il Mirto,Italy,Forio,Vegetarian
Votavota,Italy,Marina di Ragusa,Modern Cuisine
